,gene,correlation,p-value,systematic_names,p-value adj,function,sense function
669,sst2,-0.4272626636637782,0.000279219553854029,SPAC19B12.10,0.03198989543724177,"human AMSH/STAMBP protein homolog, ubiquitin sp...","human AMSH/STAMBP protein homolog, ubiquitin sp..."
6081,SPNCRNA.332,0.42294919265564757,0.0003265506414794241,SPNCRNA.332,0.03677845784119954,non-coding RNA (predicted),non-coding RNA (predicted)
9,sgt1,-0.4214986448830018,0.0003440457719875924,SPAC1002.10c,0.03778773632184974,snRNP binding protein Sgt1,snRNP binding protein Sgt1
6432,SPNCRNA.720,0.421269611024163,0.00034688516412834217,SPNCRNA.720,0.03778773632184974,intergenic RNA (predicted),intergenic RNA (predicted)
2080,prr1,-0.4205443371378402,0.00035601841946066845,SPAC8C9.14,0.03815713544058293,stress-responsive DNA-binding transcription fac...,stress-responsive DNA-binding transcription fac...
3287,ccr1,0.41981906325151735,0.0003653708554427653,SPBC29A10.01,0.03853792594312977,NADPH-cytochrome p450 reductase,NADPH-cytochrome p450 reductase
1426,pac2,0.41775775852196817,0.00039318993020907335,SPAC31G5.11,0.039849838404094964,cAMP-independent regulatory protein Pac2,cAMP-independent regulatory protein Pac2
15,tna1,0.4169943123258387,0.00040397455639415073,SPAC1002.16c,0.039849838404094964,carboxylic acid transmembrane transporter Tna1,carboxylic acid transmembrane transporter Tna1
4602,SPCC1884.01,0.41684162308661293,0.0004061636059129339,SPCC1884.01,0.039849838404094964,Schizosaccharomyces pombe specific protein,Schizosaccharomyces pombe specific protein
3710,cdt1,-0.4163453830591289,0.0004133529819007914,SPBC428.18,0.039849838404094964,replication licensing factor Cdt1,replication licensing factor Cdt1
5514,SPBPB21E7.08-antisense-1,-0.41623086612970944,0.0004150284706512863,SPNCRNA.1305,0.039849838404094964,antisense RNA (predicted),pseudogene
6677,SPNCRNA.944,0.41569645379241893,0.0004229296442769492,SPNCRNA.944,0.039849838404094964,intergenic RNA (predicted),intergenic RNA (predicted)
3138,car2,0.4155437645531931,0.0004252121896381647,SPBC21C3.08c,0.039849838404094964,ornithine transaminase Car2,ornithine transaminase Car2
6401,SPAC521.02-antisense-1,0.4155055922433866,0.00042578457888498754,SPNCRNA.692,0.039849838404094964,antisense RNA (predicted),WLM domain metallopeptidase implicated in DNA r...
1374,SPAC2H10.04,0.41446332117970014,0.00044168747339348426,SPAC2H10.04,0.04076407306527365,dubious,dubious
2333,vps17,-0.4128717028667404,0.00046701934519521757,SPAPJ696.01c,0.04251155546331809,retromer complex subunit Vps17,retromer complex subunit Vps17
605,ncs1,-0.4124518074588693,0.0004739194875265996,SPAC18B11.04,0.04255668911640884,neuronal calcium sensor related protein Ncs1,neuronal calcium sensor related protein Ncs1
4264,gut2,-0.4119937397411917,0.00048155276508170535,SPCC1223.03c,0.042665574986239095,glycerol-3-phosphate dehydrogenase Gut2,glycerol-3-phosphate dehydrogenase Gut2
2813,SPBC1709.03,-0.4114593274039012,0.0004905997311840186,SPBC1709.03,0.04289520018049741,"DUF3844 family transmembrane protein, conserved...","DUF3844 family transmembrane protein, conserved..."
3581,dsd1,0.4106577088979654,0.0005044607320549523,SPBC3B8.07c,0.04353430603253452,dihydroceramide delta-4 desaturase,dihydroceramide delta-4 desaturase
5268,SPNCRNA.1083,0.40951253960377143,0.0005248812857505285,SPNCRNA.1083,0.04438356599084172,intergenic RNA (predicted),intergenic RNA (predicted)
2250,SPAPB15E9.06,-0.4093598503645455,0.0005276601524870573,SPAPB15E9.06,0.04438356599084172,dubious,dubious
4637,wtf25,-0.4058861701721571,0.000594610424866706,SPCC1919.06c,0.04938982841549077,wtf antidote-like meiotic drive suppressor Wtf25,wtf antidote-like meiotic drive suppressor Wtf25
5258,SPAP8A3.13c-antisense-1,-0.4034431423445432,0.0006462265994745972,SPNCRNA.1074,0.05301451547541603,antisense RNA (predicted),GID complex subunit Gid10
4721,hem15,0.40264152383860746,0.0006640299795758963,SPCC320.09,0.053810722125388184,ferrochelatase Hem15,ferrochelatase Hem15
1805,SPAC5H10.05c,-0.4014963545444134,0.0006902366606083611,SPAC5H10.05c,0.055260513370392284,"FAD binding oxidoreductase, implicated in cellu...","FAD binding oxidoreductase, implicated in cellu..."
4250,wtf10,-0.4007329083482841,0.0007082257885523862,SPCC1183.10,0.055715254108973655,wtf antidote-like meiotic drive suppressor Wtf10,wtf antidote-like meiotic drive suppressor Wtf10
6686,trm5-antisense-1,0.40054204679925176,0.0007127890617134933,SPNCRNA.952,0.055715254108973655,"antisense RNA (predicted), possible alternative...",tRNA (guanine(37)-N(1))-methyltransferase activ...
1487,dpe1,-0.4001984960109936,0.0007210702563388615,SPAC3A11.10c,0.055715254108973655,"dipeptidyl peptidase, unknown specificity, impl...","dipeptidyl peptidase, unknown specificity, impl..."
6688,SPAPB15E9.02c-antisense-1,-0.39966408367370304,0.0007341257781949096,SPNCRNA.954,0.05607202064488707,"antisense RNA (predicted), possible alternative...",dubious
1039,pup1,-0.3985189143795091,0.0007628269116597176,SPAC23D3.07,0.057602100317941184,20S proteasome complex subunit beta 2 Pup1,20S proteasome complex subunit beta 2 Pup1
5613,SPBC713.14-antisense-1,0.39641943734015345,0.0008181021774375075,SPNCRNA.1395,0.06034812358056806,antisense RNA (predicted),unknown
6017,SPNCRNA.264,0.39638007806620545,0.0008191722360958491,SPNCRNA.264,0.06034812358056806,non-coding RNA (predicted),non-coding RNA (predicted)
1752,SPAC56F8.13,0.3961140588617017,0.0008264378097564626,SPAC56F8.13,0.06034812358056806,dubious,dubious
98,mfs2,-0.3945489941596365,0.0008703784144449135,SPAC11D3.05,0.06286591917376576,transmembrane transporter Mfs2,transmembrane transporter Mfs2
3646,SPBC3H7.05c,0.3932893079360232,0.0009072704562039314,SPBC3H7.05c,0.06482593743521639,mitochondrial Membrane Bound O-Acyl Transferase...,mitochondrial Membrane Bound O-Acyl Transferase...
4998,gma12,0.39241134481047446,0.0009338141353849233,SPCC736.04c,0.06601271201737037,"Golgi alpha-1,2-galactosyltransferase Gma12","Golgi alpha-1,2-galactosyltransferase Gma12"
5530,rec7-antisense-2,0.391151658586861,0.0009731268973980126,SPNCRNA.132,0.06708108693928375,antisense RNA (predicted),meiotic recombination protein Rec7
885,yos9,-0.3910371416574417,0.0009767739931869767,SPAC227.11c,0.06708108693928375,sensor for misfolded ER glycoproteins Yos9,sensor for misfolded ER glycoproteins Yos9
3407,swi3,-0.3909607970378287,0.0009792122547946612,SPBC30D10.04,0.06708108693928375,replication fork protection complex subunit Swi3,replication fork protection complex subunit Swi3
4214,SPBPB8B6.02c,0.39038821239073174,0.0009976754247275283,SPBPB8B6.02c,0.0676485020134125,plasma membrane urea transmembrane transporter,plasma membrane urea transmembrane transporter
6260,SPNCRNA.550,0.38945004119260923,0.0010286085215995917,SPNCRNA.550,0.06838688947788256,non-coding RNA (predicted),non-coding RNA (predicted)
4352,vtc4,0.38943390464557004,0.0010291480734068105,SPCC1322.14c,0.06838688947788256,vacuolar transporter chaperone (VTC) complex su...,vacuolar transporter chaperone (VTC) complex su...
132,mug132,0.3868381875787304,0.001119346102163292,SPAC11G7.06c,0.07313796932946584,UPF0300 family protein 3,UPF0300 family protein 3
4729,SPCC330.03c,-0.38647121726128153,0.0011326582333659782,SPCC330.03c,0.07313796932946584,NADPH-hemoprotein reductase,NADPH-hemoprotein reductase
1700,vps26,-0.3862274306218269,0.0011415806455205863,SPAC4G9.13c,0.07313796932946584,retromer complex arrestin related endocytic ada...,retromer complex arrestin related endocytic ada...
1227,SPAC27D7.11c,-0.3859983967629881,0.0011500208868805613,SPAC27D7.11c,0.07313796932946584,"But2 family protein, similar to cell surface mo...","But2 family protein, similar to cell surface mo..."
56,ppr5,0.38584570752376224,0.0011556789736032979,SPAC1093.01,0.07313796932946584,mitochondrial PPR repeat protein Ppr5,mitochondrial PPR repeat protein Ppr5
6682,sut1-antisense-1,0.3850822613276329,0.0011843481916470177,SPNCRNA.949,0.07424522390089087,antisense RNA (predicted),plasma membrane sucrose/maltose:proton symporte...
3854,atg38,-0.38252471657059967,0.0012851280031771282,SPBC660.08,0.07981005215992538,PtdIns3K complex subunit Atg38,PtdIns3K complex subunit Atg38
3303,lam1,-0.38103599648814745,0.0013472902834796103,SPBC29A10.17,0.08223457087173736,"Ragulator complex subunit, human LAMTOR1 ortholog","Ragulator complex subunit, human LAMTOR1 ortholog"
4533,git3,0.380997824178341,0.001348919221221877,SPCC1753.02c,0.08223457087173736,G-protein coupled receptor Git3,G-protein coupled receptor Git3
157,acp1,-0.3785166240409207,0.0014586852783393162,SPAC12B10.07,0.08811785158695233,F-actin capping protein alpha subunit,F-actin capping protein alpha subunit
3903,npp1,-0.37782952246440427,0.0014904715106810154,SPBC725.05c,0.08892815401560838,nucleotide pyrophosphatase Npp1,nucleotide pyrophosphatase Npp1
4126,fub2,0.37765030317179055,0.001498864296425604,SPBP4G3.03,0.08892815401560838,PI31 proteasome regulator Fub2,PI31 proteasome regulator Fub2
1442,SPAC323.07c,0.3762644577623392,0.0015652126246254766,SPAC323.07c,0.09174242392491858,MatE family transmembrane transporter,MatE family transmembrane transporter
5929,cao2-antisense-1,0.375844562354468,0.0015858304837108271,SPNCRNA.1690,0.09174242392491858,antisense RNA (predicted),copper amine oxidase-like protein Cao2
5265,SPNCRNA.1080,-0.37580639004466154,0.0015877168926058142,SPNCRNA.1080,0.09174242392491858,intergenic RNA (predicted),intergenic RNA (predicted)
3623,ric8,-0.3751956330877581,0.0016181751450881725,SPBC3E7.04c,0.09221217632305352,"synembryn family GEF, Ric8","synembryn family GEF, Ric8"
2917,hrd1,-0.37504294384853226,0.0016258713307798947,SPBC17D11.02c,0.09221217632305352,Hrd1 ubiquitin ligase complex E3 subunit Hrd1,Hrd1 ubiquitin ligase complex E3 subunit Hrd1
6431,SPNCRNA.72,0.37481390998969344,0.001637477322215247,SPNCRNA.72,0.09221217632305352,unknown,unknown
830,dsc3,-0.37447035920143523,0.0016550259843887995,SPAC20H4.02,0.09230009199398637,Golgi Dsc E3 ligase complex subunit Dsc3,Golgi Dsc E3 ligase complex subunit Dsc3
5401,rec7-antisense-1,0.37424132534259646,0.0016668188170471578,SPNCRNA.1203,0.09230009199398637,"antisense RNA (predicted), possible alternative...",meiotic recombination protein Rec7
6618,set13-antisense-1,0.37351605145627353,0.0017046626786499236,SPNCRNA.890,0.09361556611263423,antisense RNA (predicted),ribosome L32 lysine methyltransferase Set13
5794,SPBC1703.11-antisense-1,0.37160743596595025,0.0018079678006291575,SPNCRNA.1564,0.09847496750148158,antisense RNA (predicted),mitochondrial outer membrane lipid metabolism r...
387,gsk3,-0.37134022979730497,0.0018228704273204864,SPAC1687.15,0.09847946332963115,serine/threonine protein kinase Gsk3,serine/threonine protein kinase Gsk3
6531,SPNCRNA.810,-0.3709203343894339,0.0018465117208148188,SPNCRNA.810,0.09895218052269734,intergenic RNA (predicted),intergenic RNA (predicted)
839,rho5,-0.370195060503111,0.0018879955981617785,SPAC20H4.11c,0.10036584599828013,Rho family GTPase Rho5,Rho family GTPase Rho5
1817,rpn9,-0.3693934419971752,0.0019348174695958651,SPAC607.05,0.10135314184607833,19S proteasome regulatory subunit Rpn9,19S proteasome regulatory subunit Rpn9
4438,SPCC162.03,-0.36935526968736876,0.0019370728388941984,SPCC162.03,0.10135314184607833,short chain dehydrogenase,short chain dehydrogenase
1010,hpt1,0.36893537427949763,0.001962037991784723,SPAC23C11.13c,0.10185736293288661,guanine/xanthine/hypoxanthine phosphoribosyltra...,guanine/xanthine/hypoxanthine phosphoribosyltra...
5014,gcs2,-0.3684009619422071,0.001994228970883838,SPCC737.06c,0.10215399097540447,glutamate-cysteine ligase regulatory subunit Gcs2,glutamate-cysteine ligase regulatory subunit Gcs2
738,vht1,0.36821010039317476,0.0020058400055832713,SPAC1B3.16c,0.10215399097540447,plasma membrane vitamin H transmembrane transpo...,plasma membrane vitamin H transmembrane transpo...
2313,grx5,-0.367981066534336,0.0020198532260043765,SPAPB2B4.02,0.10215399097540447,mitochondrial [2Fe-2S] cluster assembly and tra...,mitochondrial [2Fe-2S] cluster assembly and tra...
643,tbc13,-0.36782837729511014,0.0020292440645227074,SPAC1952.17c,0.10215399097540447,Rab GAP Tbc13,Rab GAP Tbc13
5358,SPNCRNA.1165,0.3672448726748935,0.002065492929885817,SPNCRNA.1165,0.10298698008066272,intergenic RNA (predicted),intergenic RNA (predicted)
4565,SPCC18.17c,0.36706493109898075,0.002076787860166863,SPCC18.17c,0.10298698008066272,proteasome assembly chaperone,proteasome assembly chaperone
5238,mug106-antisense-1,-0.365614383326335,0.002169879302437577,SPNCRNA.1056,0.10680628121998297,antisense RNA (predicted),Schizosaccharomyces pombe specific protein Mug106
1699,idn1,-0.36515631560865747,0.002200043359968666,SPAC4G9.12,0.1070787326598386,gluconokinase,gluconokinase
2358,sda1,0.365041798679238,0.002207642795244227,SPBC106.14c,0.1070787326598386,SDA1 family protein,SDA1 family protein
3777,SPBC557.05,-0.364469214032141,0.0022459936394226784,SPBC557.05,0.10814947633307029,"arrestin, implicated in vesicle-mediated transp...","arrestin, implicated in vesicle-mediated transp..."
4135,lcf2,0.3635149062869794,0.0023112384434197187,SPBP4H10.11c,0.10982681101814826,long-chain-fatty-acid-CoA ligase,long-chain-fatty-acid-CoA ligase
4625,SPCC191.05c,0.36347673397717295,0.002313883151623891,SPCC191.05c,0.10982681101814826,nucleoside 2-deoxyribosyltransferase,nucleoside 2-deoxyribosyltransferase
6192,SPNCRNA.466,-0.3630950108791082,0.002340479533997495,SPNCRNA.466,0.11030132271924364,non-coding RNA (predicted),non-coding RNA (predicted)
744,SPAC1B9.03c,0.36214070313394664,0.002408170801940414,SPAC1B9.03c,0.11264360981417072,RNA-binding protein involved in ribosomal large...,RNA-binding protein involved in ribosomal large...
5683,nam1,-0.3618353246554949,0.0024301987705469983,SPNCRNA.1459,0.11264360981417072,lncRNA nam1,lncRNA nam1
5483,SPNCRNA.1278,-0.36152994617704315,0.0024524067150381978,SPNCRNA.1278,0.11264360981417072,intergenic RNA (predicted),intergenic RNA (predicted)
5923,meu7-antisense-1,-0.36145360155743017,0.002457986971114335,SPNCRNA.1685,0.11264360981417072,antisense RNA (predicted),alpha-amylase homolog Aah4
6732,SPNCRNA.995,-0.36057563843188145,0.0025229805734656983,SPNCRNA.995,0.11353539772503593,"intergenic RNA (predicted), possible alternativ...","intergenic RNA (predicted), possible alternativ..."
4635,SPCC1919.04,-0.360537466122075,0.002525840897039777,SPCC1919.04,0.11353539772503593,Schizosaccharomyces specific protein,Schizosaccharomyces specific protein
3211,SPBC25B2.10,-0.36049929381226853,0.0025287041178789042,SPBC25B2.10,0.11353539772503593,Usp (universal stress protein) family protein,Usp (universal stress protein) family protein
2365,SPBC1105.01,0.359964881474978,0.002569094845708758,SPBC1105.01,0.11457473321969595,rRNA processing protein Rrp12-like,rRNA processing protein Rrp12-like
1899,mrc1,-0.3596213306867198,0.002595363697153889,SPAC694.06c,0.11497461178391728,"claspin, Mrc1","claspin, Mrc1"
404,SPAC16C9.01c,-0.3584379890827194,0.002687691433542561,SPAC16C9.01c,0.11665837511722194,"ribokinase-like, unknown specificity","ribokinase-like, unknown specificity"
1566,sak1,0.35824712753368704,0.0027028545076772997,SPAC3G9.14,0.11665837511722194,DNA-binding transcription factor Sak1,DNA-binding transcription factor Sak1
4316,twf1,-0.3580944382944612,0.002715039898209408,SPCC126.06,0.11665837511722194,twinfilin,twinfilin
3376,rpl1603,0.3580562659846547,0.0027180938972278345,SPBC2G2.05,0.11665837511722194,60S ribosomal protein L13/L16,60S ribosomal protein L13/L16
5166,SPNCRNA.01,0.3580180936748482,0.0027211509621022424,SPNCRNA.01,0.11665837511722194,unknown,unknown
5807,taf73-antisense-1,0.3570637946930982,0.0027985810631478442,SPNCRNA.1577,0.11836098236304295,antisense RNA (predicted),unknown
3173,ssn6,0.35691109669046067,0.002811151479647816,SPBC23E6.09,0.11836098236304295,transcriptional corepressor Ssn6,transcriptional corepressor Ssn6
6330,SPNCRNA.626,0.35687292438065427,0.002814301762733,SPNCRNA.626,0.11836098236304295,"intergenic RNA (predicted), possible alternativ...","intergenic RNA (predicted), possible alternativ..."
1071,gly1,0.3563385120433637,0.0028587376073680787,SPAC23H3.09c,0.11919446432545527,threonine aldolase Gly1,threonine aldolase Gly1
2746,mug100,-0.3559949612551055,0.002887632906498715,SPBC16E9.07,0.11919446432545527,Schizosaccharomyces pombe specific protein Mug100,Schizosaccharomyces pombe specific protein Mug100
2052,SPAC869.01,0.35599142014333246,0.002887932092761219,SPAC869.01,0.11919446432545527,"hydrolase activity, implicated in cellular deto...","hydrolase activity, implicated in cellular deto..."
6108,prl37,0.3552490364749374,0.0029512693616060817,SPNCRNA.37,0.12004205317460778,"non-coding RNA,poly(A)-bearing (predicted)","non-coding RNA,poly(A)-bearing (predicted)"
3831,orc5,0.3552315150589762,0.002952779061627267,SPBC646.14c,0.12004205317460778,origin recognition complex subunit Orc5,origin recognition complex subunit Orc5
908,bip1,-0.35511699812955677,0.0029626631633763246,SPAC22A12.15c,0.12004205317460778,ER heat shock protein BiP,ER heat shock protein BiP
2586,cdc18,-0.3540100011451693,0.0030597407166239672,SPBC14C8.07c,0.12289019650995567,MCM loader,MCM loader
3282,hrd3,-0.3538954842157499,0.0030699432085256042,SPBC28F2.08c,0.12289019650995567,Hrd1 ubiquitin ligase complex SEL1/TPR repeat s...,Hrd1 ubiquitin ligase complex SEL1/TPR repeat s...
5248,SPNCRNA.1065,0.35325539064543476,0.0031275302605093393,SPNCRNA.1065,0.12444574000649437,intergenic RNA (predicted),intergenic RNA (predicted)
3559,arp5,-0.3530175210902011,0.0031491745407666192,SPBC365.10,0.12456110013925109,Ino80 complex actin-like protein Arp5,Ino80 complex actin-like protein Arp5
4200,SPBPB2B2.08,-0.35244815958297543,0.0032015246861252593,SPBPB2B2.08,0.12584637639699073,conserved fungal protein,conserved fungal protein
435,loc1,0.3522540748940718,0.003219546123023089,SPAC1751.04,0.12584637639699073,ribosome biogenesis protein Loc1,ribosome biogenesis protein Loc1
