,gene,correlation,p-value,systematic_names,p-value adj,function,sense function
2406,dea2,0.5213311196744368,2.715428473347216e-05,SPBC1198.02,0.18293841624940194,adenine deaminase Dea2,adenine deaminase Dea2
1643,ape4,-0.5207157255651593,2.7861274039760752e-05,SPAC4F10.02,0.1877014032058682,aspartyl metalloaminopeptidase Ape4,aspartyl metalloaminopeptidase Ape4
6682,sut1-antisense-1,0.5186233855936158,3.0394331129606476e-05,SPNCRNA.949,0.20476660882015882,antisense RNA (predicted),plasma membrane sucrose/maltose:proton symporte...
5521,SPNCRNA.1311,0.516685912675327,3.2928058094541426e-05,SPNCRNA.1311,0.22183632738292558,unknown,unknown
6500,SPNCRNA.782,0.5098262516185691,4.355102080369134e-05,SPNCRNA.782,0.29340322715446854,intergenic RNA (predicted),intergenic RNA (predicted)
6047,SPNCRNA.293,0.5095161301934408,4.409880984263914e-05,SPNCRNA.293,0.2970936819098599,intergenic RNA (predicted),intergenic RNA (predicted)
6677,SPNCRNA.944,0.5083155342632176,4.627998469461655e-05,SPNCRNA.944,0.31178825688763173,intergenic RNA (predicted),intergenic RNA (predicted)
5166,SPNCRNA.01,0.505761648709716,5.1254486074425855e-05,SPNCRNA.01,0.345301472683407,unknown,unknown
4024,pho84,0.5007769564245682,6.241116118947711e-05,SPBC8E4.01c,0.42046399293350734,plasma membrane inorganic phosphate transmembra...,plasma membrane inorganic phosphate transmembra...
6406,SPAC1687.19c-antisense-1,0.49511533061921514,7.777020816216395e-05,SPNCRNA.697,0.5239378923884985,antisense RNA (predicted),queuine tRNA-ribosyltransferase Qtrt1
6410,mss1-antisense-1,0.4925306753602497,8.587750195849402e-05,SPNCRNA.700,0.5785567306943742,antisense RNA (predicted),mitochondrial tRNA wobble uridine modification ...
1811,gmh1,0.49053818921520276,9.264971735175032e-05,SPAC5H10.11,0.624181145798742,"alpha-1,2-galactosyltransferase Gmh1","alpha-1,2-galactosyltransferase Gmh1"
3625,fnx2,-0.48991525039582023,9.486557906623312e-05,SPBC3E7.06c,0.6391094061692125,vacuolar amino acid transmembrane transporter Fnx2,vacuolar amino acid transmembrane transporter Fnx2
6496,SPNCRNA.779,0.4880690680679878,0.00010172166763092878,SPNCRNA.779,0.6852988748295672,intergenic RNA (predicted),intergenic RNA (predicted)
5303,SPNCRNA.1115,-0.48588441898005263,0.00011042094035191525,SPNCRNA.1115,0.743905875150853,"intergenic RNA (predicted), possible alternativ...","intergenic RNA (predicted), possible alternativ..."
5462,SPNCRNA.1259,-0.4858228795691249,0.00011067559064412922,SPNCRNA.1259,0.7456214541694985,"intergenic RNA (predicted), possible alternativ...","intergenic RNA (predicted), possible alternativ..."
5273,SPNCRNA.1088,0.4845995447215046,0.00011585090199677921,SPNCRNA.1088,0.7804875267523016,intergenic RNA (predicted),intergenic RNA (predicted)
6445,SPNCRNA.732,0.4817612784478934,0.00012872421775708562,SPNCRNA.732,0.8672150550294858,"intergenic RNA (predicted), possible alternativ...","intergenic RNA (predicted), possible alternativ..."
521,cul1,-0.4804689508184106,0.00013500935331886704,SPAC17G6.12,0.9095580133092073,cullin 1,cullin 1
6017,SPNCRNA.264,0.47823411339011174,0.00014654560517438352,SPNCRNA.264,0.9872777420598218,non-coding RNA (predicted),non-coding RNA (predicted)
4531,gsf2,0.4773919802720231,0.00015112194096152036,SPCC1742.01,1.0181085162577628,"cell surface glycoprotein, galactose-specific f...","cell surface glycoprotein, galactose-specific f..."
5560,SPNCRNA.1347,0.47542271912233514,0.0001623385503494788,SPNCRNA.1347,1.0936748137044385,unknown,unknown
6056,SPNCRNA.304,0.474222700609244,0.00016954206358876393,SPNCRNA.304,1.1422048823975026,intergenic RNA (predicted),intergenic RNA (predicted)
4860,SPCC569.05c,0.4687764627421381,0.00020605581205338365,SPCC569.05c,1.3881980058036456,plasma membrane spermidine family transmembrane...,plasma membrane spermidine family transmembrane...
2892,spo6,0.46729951687987203,0.00021712665447466833,SPBC1778.04,1.4627822711958405,Spo4-Spo6 kinase complex regulatory subunit Spo6,Spo4-Spo6 kinase complex regulatory subunit Spo6
5332,SPNCRNA.1141,0.46653027424327514,0.00022310537532627123,SPNCRNA.1141,1.5030609135730892,"intergenic RNA (predicted), possible alternativ...","intergenic RNA (predicted), possible alternativ..."
5263,rad2-antisense-1,0.4659148801339977,0.00022799615204885856,SPNCRNA.1079,1.5360100763531601,"antisense RNA (predicted), possible alternative...",FEN-1 endonuclease Rad2
5350,gnr1-antisense-1,0.46376100075152643,0.00024589462757659966,SPNCRNA.1158,1.6565921059835518,antisense RNA (predicted),heterotrimeric G protein beta (WD repeat) subun...
6031,SPNCRNA.277,0.46373023104606254,0.00024615935761379055,SPNCRNA.277,1.658375592244107,non-coding RNA (predicted),non-coding RNA (predicted)
5295,SPCC330.04c-antisense-1,0.4633602525880083,0.00024936292532729313,SPNCRNA.1108,1.6799580279299737,antisense RNA (predicted),"DUF1773 family protein, with repeat expansion"
4530,wtf21,-0.4625917519438991,0.0002561390824092932,SPCC1739.15,1.7256089981914084,wtf meiotic drive antidote-like Wtf21,wtf meiotic drive antidote-like Wtf21
4025,SPBC8E4.02c,0.4625609822384352,0.0002564138541988782,SPBC8E4.02c,1.7274601357378423,unknown,unknown
6241,SPNCRNA.523,0.4602224846231807,0.00027810047203678714,SPNCRNA.523,1.873562880111835,non-coding RNA (predicted),non-coding RNA (predicted)
4075,fmo1,0.4590224661100896,0.00028986643565576353,SPBP16F5.08c,1.9528301770128789,"ER flavin-containing N,N-dimethylaniline monoox...","ER flavin-containing N,N-dimethylaniline monoox..."
3025,spn7,0.4575455202478236,0.00030496955066506085,SPBC19F8.01c,2.054579862830515,meiotic septin Spn7,meiotic septin Spn7
4101,SPBP23A10.11c,0.45597626526916596,0.0003217989512494918,SPBP23A10.11c,2.167959534567826,"circularly permuted 1,3-beta-glucanase","circularly permuted 1,3-beta-glucanase"
6398,tos1,0.45480701646153876,0.00033488342868166445,SPNCRNA.69,2.2561096590283736,antisense RNA (predicted),antisense RNA (predicted)
5696,pof9-antisense-1,0.45385315559215855,0.0003459141869698256,SPNCRNA.1471,2.330423877615715,antisense RNA (predicted),F-box protein Pof9
4777,SPCC417.12,0.4536685373593753,0.00034808697282980673,SPCC417.12,2.345061935954408,"carboxylesterase, type B family protein","carboxylesterase, type B family protein"
6499,SPNCRNA.781,0.44997617270371026,0.00039423424730549036,SPNCRNA.781,2.6559561240970884,intergenic RNA (predicted),intergenic RNA (predicted)
4125,pho1,0.44766844479391965,0.0004258309187977715,SPBP4G3.02,2.8688228999405867,extracellular acid phosphatase Pho1,extracellular acid phosphatase Pho1
6498,SPNCRNA.780,0.44732468569321,0.00043072949033363624,SPNCRNA.780,2.9018245763777073,intergenic RNA (predicted),intergenic RNA (predicted)
4602,SPCC1884.01,0.4466222748081479,0.0004408982998197989,SPCC1884.01,2.970331845885985,Schizosaccharomyces pombe specific protein,Schizosaccharomyces pombe specific protein
757,byr1,0.44619149893165366,0.00044724197232276654,SPAC1D4.13,3.013069167538478,MAP kinase kinase Byr1,MAP kinase kinase Byr1
1237,pvg2,-0.4452376380622735,0.00046158451558846945,SPAC27E2.07,3.109694881519519,"Golgi 4,6-pyruvylated galactose (PvGal) residue...","Golgi 4,6-pyruvylated galactose (PvGal) residue..."
4572,vms1,0.44486840159670704,0.00046724761680298174,SPCC1827.04,3.147847194401688,Cdc48p-Npl4p-Vms1p AAA ATPase complex subunit i...,Cdc48p-Npl4p-Vms1p AAA ATPase complex subunit i...
4250,wtf10,-0.44179143105031954,0.0005169489486236942,SPCC1183.10,3.4826850668778278,wtf antidote-like meiotic drive suppressor Wtf10,wtf antidote-like meiotic drive suppressor Wtf10
2709,meu7,0.43846830286022104,0.0005759688000814352,SPBC16A3.13,3.880301806148629,alpha-amylase homolog Aah4,alpha-amylase homolog Aah4
6449,SPNCRNA.736,0.43794521786733515,0.0005857956181959871,SPNCRNA.736,3.9465050797863652,intergenic RNA (predicted),intergenic RNA (predicted)
316,rcf2,0.43745290257991315,0.0005951828070199945,SPAC1565.01,4.009746570893703,cytochrome c oxidase assembly protein Rcf2,cytochrome c oxidase assembly protein Rcf2
6360,SPNCRNA.655,0.4366528902378524,0.0006107277824326173,SPNCRNA.655,4.114473070248543,antisense RNA (predicted),antisense RNA (predicted)
6380,rad15-antisense-1,0.4360430074414411,0.0006228242076704843,SPNCRNA.673,4.195966687076053,antisense RNA (predicted),transcription factor TFIIH complex DNA helicase...
5318,SPNCRNA.1129,0.4353297929029057,0.0006372448697424849,SPNCRNA.1129,4.29311868745512,intergenic RNA (predicted),intergenic RNA (predicted)
5807,taf73-antisense-1,0.4345483784280564,0.0006533907156276511,SPNCRNA.1577,4.401893251183486,antisense RNA (predicted),unknown
5906,SPNCRNA.1669,0.4341297743898146,0.0006621914183006452,SPNCRNA.1669,4.4611835850914465,intergenic RNA (predicted),intergenic RNA (predicted)
738,vht1,0.4327143679384764,0.00069274865570807,SPAC1B3.16c,4.667047693505268,plasma membrane vitamin H transmembrane transpo...,plasma membrane vitamin H transmembrane transpo...
4126,fub2,0.4319808008925021,0.0007090820647535637,SPBP4G3.03,4.7770858702447585,PI31 proteasome regulator Fub2,PI31 proteasome regulator Fub2
2080,prr1,-0.43197589500734335,0.000709192459644246,SPAC8C9.14,4.777829600623286,stress-responsive DNA-binding transcription fac...,stress-responsive DNA-binding transcription fac...
3041,ulp1,-0.43071433708332446,0.0007381017863077524,SPBC19G7.09,4.972591734355328,SUMO deconjugating enzyme Ulp1,SUMO deconjugating enzyme Ulp1
5027,SPCC757.04,0.43071433708332446,0.0007381017863077524,SPCC757.04,4.972591734355328,DNA-binding transcription factor,DNA-binding transcription factor
5948,SPNCRNA.185,-0.42902909290946833,0.0007783805207132922,SPNCRNA.185,5.2439495680454495,non-coding RNA (predicted),non-coding RNA (predicted)
6494,SPNCRNA.777,0.4284681485844616,0.0007922213615454437,SPNCRNA.777,5.337195312731654,intergenic RNA (predicted),intergenic RNA (predicted)
4977,SPCC663.09c,-0.42831430005714216,0.0007960560727098724,SPCC663.09c,5.36302976184641,"short chain dehydrogenase, unknown specificity","short chain dehydrogenase, unknown specificity"
6686,trm5-antisense-1,0.4280066030025034,0.0008037758016507709,SPNCRNA.952,5.415037575721244,"antisense RNA (predicted), possible alternative...",tRNA (guanine(37)-N(1))-methyltransferase activ...
5500,SPNCRNA.1293,0.4268373541948762,0.0008337308546659725,SPNCRNA.1293,5.616844767884657,intergenic RNA (predicted),intergenic RNA (predicted)
5196,SPAC1834.13-antisense-1,0.425145020394363,0.0008788720685602725,SPNCRNA.1018,5.920961125890556,"antisense RNA (predicted), possible alternative...",dubious
6728,mfs1-antisense-1,-0.4220988195534394,0.0009657132676824979,SPNCRNA.991,6.5060102843769885,antisense RNA (predicted),plasma membrane xenobiotic transmembrane transp...
2883,SPBC1773.12,0.4214591379802177,0.0009849028380520492,SPBC1773.12,6.635290419956656,"DNA-binding transcription factor, zf-fungal bin...","DNA-binding transcription factor, zf-fungal bin..."
5450,SPNCRNA.1248,0.4186562088467153,0.0010730997384195576,SPNCRNA.1248,7.2294729377325595,intergenic RNA (predicted),intergenic RNA (predicted)
6271,atg1801-antisense-1,0.41859107313055766,0.0010752312011590725,SPNCRNA.560,7.243832602208672,antisense RNA (predicted),autophagy associated WD repeat protein Atg18a
5666,SPNCRNA.1443,0.41822183666499113,0.0010873860354489386,SPNCRNA.1443,7.3257197208194995,intergenic RNA (predicted),intergenic RNA (predicted)
4978,trm44,0.41800644872674403,0.0010945333027360653,SPCC663.10,7.373870860532873,tRNA(Ser) Um(44) 2'-O-methyltransferasetRNA Trm44,tRNA(Ser) Um(44) 2'-O-methyltransferasetRNA Trm44
454,pap1,-0.41776029108303303,0.0011027533311774623,SPAC1783.07c,7.429249192142564,"DNA-binding transcription factor, oxidative str...","DNA-binding transcription factor, oxidative str..."
4102,frg1,0.4176372122611775,0.001106884131301392,SPBP23A10.12,7.457078392577478,"FRG1 family protein, involved in mRNA splicing","FRG1 family protein, involved in mRNA splicing"
3539,mfs3,0.41674489080272514,0.001137251042879656,SPBC36.03c,7.661660275880242,plasma membrane spermidine transmembrane transp...,plasma membrane spermidine transmembrane transp...
3808,brc1,-0.4153294843513869,0.0011869578529235681,SPBC582.05c,7.9965350551460785,BRCT domain protein Brc1,BRCT domain protein Brc1
5436,gut2-antisense-1,0.41511409641313973,0.0011946907256245914,SPNCRNA.1235,8.048631418532873,antisense RNA (predicted),glycerol-3-phosphate dehydrogenase Gut2
6186,SPNCRNA.458,0.41492947818035647,0.0012013549012742806,SPNCRNA.458,8.093527969884828,non-coding RNA (predicted),non-coding RNA (predicted)
5791,SPNCRNA.1561,0.41437562348200674,0.0012215483137560288,SPNCRNA.1561,8.229570989774366,intergenic RNA (predicted),intergenic RNA (predicted)
6308,isp3-antisense-1,0.41336022320169885,0.0012593630806393102,SPNCRNA.606,8.484329074267032,antisense RNA (predicted),spore wall structural constituent Isp3
6146,SPNCRNA.411,0.4132679140853073,0.001262852375494671,SPNCRNA.411,8.507836453707599,unknown,unknown
1424,spk1,0.41083710735366114,0.0013579186023518622,SPAC31G5.09c,9.148297624044496,MAP kinase Spk1,MAP kinase Spk1
375,rfc4,0.41025248294984745,0.0013817195229111714,SPAC1687.03c,9.308644425852561,DNA replication factor C complex subunit Rfc4,DNA replication factor C complex subunit Rfc4
817,pdc1,-0.4101601738334559,0.0013855115792202964,SPAC20G4.08,9.334191509207137,P-body assembly protein,P-body assembly protein
1158,SPAC25G10.01,0.409883246484281,0.0013969438232029512,SPAC25G10.01,9.411210536918283,RNA-binding protein involved in histone acetyla...,RNA-binding protein involved in histone acetyla...
5597,SPNCRNA.1380,0.40976016766242546,0.001402051922580423,SPNCRNA.1380,9.44562380242431,unknown,unknown
1423,hem4,0.4096986282514977,0.0014046122489210092,SPAC31G5.08,9.462872720980839,uroporphyrinogen-III synthase Ups,uroporphyrinogen-III synthase Ups
6467,ubx3-antisense-1,0.4096063191351061,0.0014084606010402647,SPNCRNA.752,9.488799069208262,antisense RNA (predicted),"UBX domain protein Ubx3, Cdc48 cofactor"
2248,SPAPB15E9.02c,0.4088063067930453,0.0014422111358440954,SPAPB15E9.02c,9.71617642218167,dubious,dubious
6457,SPNCRNA.743,0.4071447426979961,0.0015146349740646312,SPNCRNA.743,10.20409582027342,intergenic RNA (predicted),intergenic RNA (predicted)
5392,SPNCRNA.1196,0.4066216577051102,0.0015381001532691015,SPNCRNA.1196,10.362180732573938,unknown,unknown
2589,SPBC14C8.11c,-0.4066216577051102,0.0015381001532691015,SPBC14C8.11c,10.362180732573938,Schizosaccharomyces pombe specific protein,Schizosaccharomyces pombe specific protein
6599,SPNCRNA.873,0.40566779683573007,0.001581729381976073,SPNCRNA.873,10.656110846372803,intergenic RNA (predicted),intergenic RNA (predicted)
507,pex7,0.4041908509734641,0.0016514731035209046,SPAC17D4.01,11.125974298420335,peroxin-7,peroxin-7
512,SPAC17G6.03,-0.4041293115625363,0.0016544379118835497,SPAC17G6.03,11.145948212359475,"5'-nucleotidase, human NT5E family","5'-nucleotidase, human NT5E family"
6072,SPNCRNA.322,0.40403700244614466,0.0016588940565709662,SPNCRNA.322,11.175969259118599,intergenic RNA (predicted),intergenic RNA (predicted)
6434,SPNCRNA.722,0.4039139236242892,0.0016648522910358821,SPNCRNA.722,11.216109884708738,antisense RNA (predicted),antisense RNA (predicted)
5519,tos2,0.40286775363851746,0.001716275626015607,SPNCRNA.131,11.562548892467143,antisense RNA (predicted),antisense RNA (predicted)
5682,SPNCRNA.1458,-0.40249851717295093,0.0017347614536541522,SPNCRNA.1458,11.687087913268023,intergenic RNA (predicted),intergenic RNA (predicted)
3418,naf1,0.40249851717295093,0.0017347614536541522,SPBC30D10.15,11.687087913268023,snoRNP assembly factor Naf1,snoRNP assembly factor Naf1
6688,SPAPB15E9.02c-antisense-1,-0.40228312923470383,0.0017456269068551417,SPNCRNA.954,11.76028847148309,"antisense RNA (predicted), possible alternative...",dubious
6081,SPNCRNA.332,0.40197543218006504,0.0017612545672326021,SPNCRNA.332,11.86557201944604,non-coding RNA (predicted),non-coding RNA (predicted)
6335,trk2-antisense-1,0.401912502066928,0.0017644660993936178,SPNCRNA.631,11.887208111614804,antisense RNA (predicted),plasma membrane potassium ion transmembrane tra...
6359,SPAC24H6.02c-antisense-1,0.40157880932765316,0.0017815832094664787,SPNCRNA.654,12.002526082175667,antisense RNA (predicted),TIM23 translocase complex subunit Tim15
6423,cwf19-antisense-1,0.40154465630357083,0.001783343471889492,SPNCRNA.712,12.014384970119508,antisense RNA (predicted),complexed with Cdc5 protein Cwf19
5599,ubc4-antisense-1,0.4005907954341907,0.0018331383550971492,SPNCRNA.1382,12.349853098289493,antisense RNA (predicted),ubiquitin conjugating enzyme E2 for APC and SCF...
3799,ckn1,-0.4003754074959435,0.0018445528941126407,SPBC577.09,12.42675284763686,ERCC8 DNA repair homolog,ERCC8 DNA repair homolog
5550,SPBC1773.12-antisense-1,0.3999754013249132,0.001865919965619273,SPNCRNA.1338,12.570702808377042,antisense RNA (predicted),"DNA-binding transcription factor, zf-fungal bin..."
2637,mug98,0.39958154090757886,0.0018871745698170884,SPBC15D4.12c,12.713895076857725,Schizosaccharomyces specific protein Mug98,Schizosaccharomyces specific protein Mug98
1189,SPAC26A3.14c,-0.39942154662656343,0.0018958702301829962,SPAC26A3.14c,12.772477740742845,DUF1748 family protein,DUF1748 family protein
5359,prl6,0.39801062770486634,0.0019741167468949553,SPNCRNA.1166,13.299624523831314,intergenic RNA (predicted),intergenic RNA (predicted)
5790,SPNCRNA.1560,0.3978522916479058,0.0019830752284536964,SPNCRNA.1560,13.359977814092552,antisense RNA (predicted),antisense RNA (predicted)
6469,bst1-antisense-1,0.3973477072758133,0.0020118666987850647,SPNCRNA.754,13.553945949714981,antisense RNA (predicted),GPI inositol deacylase Bst1
5502,SPNCRNA.1295,0.3970215096003812,0.0020306774736997117,SPNCRNA.1295,13.680674140314958,unknown,unknown
1566,sak1,0.39662150342935076,0.002053958720230346,SPAC3G9.14,13.837519898191841,DNA-binding transcription factor Sak1,DNA-binding transcription factor Sak1
3639,trr1,-0.3957599516763623,0.0021049136778111058,SPBC3F6.03,14.18080344741342,thioredoxin reductase Trr1,thioredoxin reductase Trr1
1407,apm4,-0.39566764255997067,0.0021104394680827193,SPAC31A2.09c,14.21803069647328,AP-2 adaptor complex mu subunit Apm4,AP-2 adaptor complex mu subunit Apm4
5466,SPNCRNA.1262,0.3950275544564529,0.002149113582908951,SPNCRNA.1262,14.478578208057602,intergenic RNA (predicted),intergenic RNA (predicted)
2415,reb1,-0.3944368543414157,0.0021853631298089085,SPBC1198.11c,14.722791405522617,RNA polymerase I transcription termination fact...,RNA polymerase I transcription termination fact...
4967,bye1,-0.39437531493048794,0.002189170802284835,SPCC645.13,14.748443694992934,"transcription elongation regulator, PHD finger ...","transcription elongation regulator, PHD finger ..."
1209,gid5,-0.3942522361086324,0.0021968038967010366,SPAC26H5.04,14.799867852074883,GID complex armadillo repeat subunit Gid5,GID complex armadillo repeat subunit Gid5
6643,shd1-antisense-1,-0.39382146023213815,0.0022237069298771408,SPNCRNA.913,14.981113586582298,antisense RNA (predicted),cytoskeletal protein binding protein Sla1 famil...
805,SPAC1F8.04c,0.393427505162814,0.002248567098712924,SPAC1F8.04c,15.148596544028969,"hydrolase, implicated in cellular detoxification","hydrolase, implicated in cellular detoxification"
3905,pex5,-0.39305221759554126,0.0022724793311791258,SPBC725.07,15.309693254153771,peroxisomal targeting signal receptor Pex5,peroxisomal targeting signal receptor Pex5
5558,SPBC1271.07c-antisense-1,0.39303574827944654,0.0022735338789987704,SPNCRNA.1345,15.316797742814716,antisense RNA (predicted),N-acetyltransferase
5345,SPCC18B5.02c-antisense-1,-0.3918521990824501,0.002350469076987233,SPNCRNA.1153,15.835110171662988,antisense RNA (predicted),cinnamoyl-CoA reductase pseudogene
870,meu13,-0.3917906596715224,0.0023545320488166585,SPAC222.15,15.862482412877828,Tat binding protein 1(TBP-1)-interacting protei...,Tat binding protein 1(TBP-1)-interacting protei...
5517,SPNCRNA.1308,0.3915752717332753,0.00236880175419359,SPNCRNA.1308,15.958617418002218,unknown,unknown
6043,meu19,0.3910829564458533,0.0024017078144397434,SPNCRNA.29,16.18030554588055,"non-coding RNA, poly(A)-bearing (predicted)","non-coding RNA, poly(A)-bearing (predicted)"
2423,rsp1,0.38945216205626787,0.002513635574153165,SPBC11B10.05c,16.93436286306987,"random septum position protein, DNAJ domain pro...","random septum position protein, DNAJ domain pro..."
5132,SPCP20C8.03,0.38942139235080403,0.0025157912991269535,SPCP20C8.03,16.948885982218286,pseudogene,pseudogene
4599,spn6,0.3892060044125569,0.0025309274895388297,SPCC188.12,17.050858497023096,meiotic (sporulation) septin Spn6,meiotic (sporulation) septin Spn6
3536,mug14,0.38901968398390824,0.002544086287967054,SPBC359.06,17.13950932203404,"adducin, involved in actin cytoskeleton organiz...","adducin, involved in actin cytoskeleton organiz..."
5267,sec16-antisense-1,0.3881598344267851,0.0026056046629176675,SPNCRNA.1082,17.553958614076326,antisense RNA (predicted),multidomain vesicle coat component Sec16
5912,SPBC1861.05-antisense-1,0.387944446488538,0.002621220403545669,SPNCRNA.1675,17.659161858687174,antisense RNA (predicted),bifunctional pseudouridylate synthase/pseudouri...
5915,trr1-antisense-1,0.38785213737214635,0.0026279383002233434,SPNCRNA.1678,17.704420328604666,"antisense RNA (predicted), possible alternative...",thioredoxin reductase Trr1
3303,lam1,-0.38745213120111605,0.0026572264277864737,SPBC29A10.17,17.901734443997473,"Ragulator complex subunit, human LAMTOR1 ortholog","Ragulator complex subunit, human LAMTOR1 ortholog"
6495,SPNCRNA.778,0.38661927773829907,0.002719140101163433,SPNCRNA.778,18.31884686153805,intergenic RNA (predicted),intergenic RNA (predicted)
2001,trx1,-0.38625211268802484,0.002746839670470327,SPAC7D4.07c,18.50545885995859,cytosolic thioredoxin Trx1,cytosolic thioredoxin Trx1
6009,SPNCRNA.255,-0.3859692972009509,0.002768346416088271,SPNCRNA.255,18.650349805186682,non-coding RNA (predicted),non-coding RNA (predicted)
2696,SPBC1685.17,0.3852059427022531,0.002827144577718431,SPBC1685.17,19.04647302008907,Schizosaccharomyces pombe specific protein,Schizosaccharomyces pombe specific protein
6154,SPNCRNA.421,0.3851113890270933,0.0028345043353242925,SPNCRNA.421,19.09605570707976,non-coding RNA (predicted),non-coding RNA (predicted)
2903,SPBC17A3.05c,-0.3846520880039033,0.0028704975026684156,SPBC17A3.05c,19.338541675477117,"DNAJ/DUF1977, human DNAJB12 homolog, Hsp70 co-c...","DNAJ/DUF1977, human DNAJB12 homolog, Hsp70 co-c..."
3407,swi3,-0.383759766545451,0.0029415863787469543,SPBC30D10.04,19.81746743361823,replication fork protection complex subunit Swi3,replication fork protection complex subunit Swi3
460,bsu1,-0.3830520633197818,0.002999073906661063,SPAC17A2.01,20.204760909175583,plasma membrane high-affinity import carrier fo...,plasma membrane high-affinity import carrier fo...
3367,cay1,0.3828982147924625,0.0030117023230252747,SPBC2F12.12c,20.289838550221276,"cactin, spliceosome complex subunit","cactin, spliceosome complex subunit"
5587,SPBC354.08c-antisense-1,0.3828674450869986,0.003014233660792816,SPNCRNA.1371,20.306892172761202,antisense RNA (predicted),plasma membrane calcium ion transmembrane trans...
2355,plg7,0.3827443662651431,0.0030243779002728506,SPBC106.11c,20.375233914138196,"phospholipase A2, PAF family homolog","phospholipase A2, PAF family homolog"
560,psc3,-0.38268282685421534,0.0030294613699239476,SPAC17H9.20,20.409481249177635,"mitotic cohesin complex, STAG protein subunit Psc3","mitotic cohesin complex, STAG protein subunit Psc3"
5760,SPNCRNA.1533,0.3825905177378237,0.0030371007889283554,SPNCRNA.1533,20.46094801501033,"intergenic RNA (predicted), possible alternativ...","intergenic RNA (predicted), possible alternativ..."
5291,SPCC613.08-antisense-1,0.3821597418613295,0.0030729778598216537,SPNCRNA.1104,20.702651841618483,antisense RNA (predicted),nuclear export chaperone
6366,pol4-antisense-1,-0.38191358421761845,0.0030936473913072554,SPNCRNA.660,20.84190247523698,antisense RNA (predicted),DNA polymerase X family
4637,wtf25,-0.3813597295192687,0.0031406052977549868,SPCC1919.06c,21.158257890975346,wtf antidote-like meiotic drive suppressor Wtf25,wtf antidote-like meiotic drive suppressor Wtf25
4684,trs130,-0.3813289598138048,0.0031432325037474983,SPCC285.14,21.175957377746897,TRAPP II complex subunit Trs130,TRAPP II complex subunit Trs130
