,gene,correlation,p-value,systematic_names,p-value adj,function,sense function
3407,swi3,-0.5848288621646623,1.9710472349347498e-05,SPBC30D10.04,0.004154972574215125,replication fork protection complex subunit Swi3,replication fork protection complex subunit Swi3
454,pap1,-0.5844588344125808,2.0008897272367794e-05,SPAC1783.07c,0.004154972574215125,"DNA-binding transcription factor, oxidative str...","DNA-binding transcription factor, oxidative str..."
3516,gtp1,-0.580018501387604,2.3928677563255027e-05,SPBC354.01,0.0048183655275099895,cytoplasmic translation associated GTP binding ...,cytoplasmic translation associated GTP binding ...
1643,ape4,-0.5769349367869256,2.705270159089121e-05,SPAC4F10.02,0.005091901383453644,aspartyl metalloaminopeptidase Ape4,aspartyl metalloaminopeptidase Ape4
757,byr1,0.5765649090348443,2.7451720457470906e-05,SPAC1D4.13,0.005091901383453644,MAP kinase kinase Byr1,MAP kinase kinase Byr1
738,vht1,0.5764415664508171,2.7585921716227415e-05,SPAC1B3.16c,0.005091901383453644,plasma membrane vitamin H transmembrane transpo...,plasma membrane vitamin H transmembrane transpo...
4215,fah1,0.5724946037619488,3.221163246533446e-05,SPBPB8B6.03,0.005632797308740723,fatty acid amide hydrolase Fah1,fatty acid amide hydrolase Fah1
4531,gsf2,0.5724946037619488,3.221163246533446e-05,SPCC1742.01,0.005632797308740723,"cell surface glycoprotein, galactose-specific f...","cell surface glycoprotein, galactose-specific f..."
805,SPAC1F8.04c,0.5662215920543395,4.1044150494951443e-05,SPAC1F8.04c,0.006993291795870573,"hydrolase, implicated in cellular detoxification","hydrolase, implicated in cellular detoxification"
4029,ecl3,0.5616168918760137,4.888248026901359e-05,SPBC8E4.12c,0.008120602034689882,extender of chronological lifespan protein Ecl3,extender of chronological lifespan protein Ecl3
5699,SPNCRNA.1474,0.5600370027752082,5.187249185270282e-05,SPNCRNA.1474,0.0084071392283222,intergenic RNA (predicted),intergenic RNA (predicted)
4059,SPBC9B6.11c,0.5565834104224484,5.899925509815498e-05,SPBC9B6.11c,0.009159218072500168,CCR4/nocturin family endoribonuclease,CCR4/nocturin family endoribonuclease
4860,SPCC569.05c,0.5564600678384213,5.9269582711438256e-05,SPCC569.05c,0.009159218072500168,plasma membrane spermidine family transmembrane...,plasma membrane spermidine family transmembrane...
5666,SPNCRNA.1443,0.553623188405797,6.580807963742227e-05,SPNCRNA.1443,0.009938515663424342,intergenic RNA (predicted),intergenic RNA (predicted)
6449,SPNCRNA.736,0.548936170212766,7.806758941994655e-05,SPNCRNA.736,0.011527980704345442,intergenic RNA (predicted),intergenic RNA (predicted)
6494,SPNCRNA.777,0.5480727721245761,8.054106438253886e-05,SPNCRNA.777,0.011634682017868929,intergenic RNA (predicted),intergenic RNA (predicted)
3533,aat1,0.5463459759481961,8.570367055349488e-05,SPBC359.03c,0.011904387472170107,plasma membrane amino acid transmembrane transp...,plasma membrane amino acid transmembrane transp...
5274,SPNCRNA.1089,0.5460992907801417,8.646531996694082e-05,SPNCRNA.1089,0.011904387472170107,"intergenic RNA (predicted), possible alternativ...","intergenic RNA (predicted), possible alternativ..."
6597,SPNCRNA.871,0.5456732293414573,8.779534608651872e-05,SPNCRNA.871,0.011904387472170107,antisense RNA (predicted),antisense RNA (predicted)
1797,mug86,0.5451125501079247,8.957402161151322e-05,SPAC5D6.09c,0.011904387472170107,plasma membrane acetate transmembrane transporter,plasma membrane acetate transmembrane transporter
3647,pof9,0.5432624113475176,9.567885254636554e-05,SPBC3H7.06c,0.012334251710295115,F-box protein Pof9,F-box protein Pof9
6395,cph1-antisense-1,0.5430157261794635,9.652085612270068e-05,SPNCRNA.687,0.012334251710295115,antisense RNA (predicted),Clr6 histone deacetylase associated PHD finger ...
3649,SPBC3H7.08c,0.5400186156254253,0.00010730418152202452,SPBC3H7.08c,0.013453514834223641,mitochondrial conserved fungal membrane protein,mitochondrial conserved fungal membrane protein
5883,SPBC1604.09c-antisense-1,0.5392087331806001,0.00011040052800363554,SPNCRNA.1647,0.01358539830711404,antisense RNA (predicted),exoribonuclease Rex4
6081,SPNCRNA.332,0.5384520505704594,0.00011336674087521237,SPNCRNA.332,0.013627412063263792,non-coding RNA (predicted),non-coding RNA (predicted)
3808,brc1,-0.538082022818378,0.00011484350271524039,SPBC582.05c,0.013627412063263792,BRCT domain protein Brc1,BRCT domain protein Brc1
4250,wtf10,-0.5358618563058897,0.00012407777896111723,SPCC1183.10,0.014464856863098665,wtf antidote-like meiotic drive suppressor Wtf10,wtf antidote-like meiotic drive suppressor Wtf10
6445,SPNCRNA.732,0.5348751156336725,0.00012839460632395848,SPNCRNA.732,0.01471003722452938,"intergenic RNA (predicted), possible alternativ...","intergenic RNA (predicted), possible alternativ..."
6501,SPNCRNA.783,0.5325316065371569,0.00013919972539090325,SPNCRNA.783,0.015442782881476387,intergenic RNA (predicted),intergenic RNA (predicted)
6308,isp3-antisense-1,0.5319148936170213,0.0001421772978089041,SPNCRNA.606,0.015442782881476387,antisense RNA (predicted),spore wall structural constituent Isp3
3538,SPBC36.02c,0.5312981806968856,0.00014521263392662116,SPBC36.02c,0.015442782881476387,spermidine family transmembrane transporter,spermidine family transmembrane transporter
3302,cyb502,0.5310514955288312,0.00014644316513252805,SPBC29A10.16c,0.015442782881476387,cytochrome b5 Cyb502,cytochrome b5 Cyb502
5318,SPNCRNA.1129,0.5303114400246685,0.00015019181532221213,SPNCRNA.1129,0.015442782881476387,intergenic RNA (predicted),intergenic RNA (predicted)
2850,hop1,-0.5300647548566142,0.0001514606017978835,SPBC1718.02,0.015442782881476387,linear element associated protein Hop1,linear element associated protein Hop1
4987,put1,0.5299414122725871,0.00015209863887452607,SPCC70.03c,0.015442782881476387,proline dehydrogenase Put1,proline dehydrogenase Put1
4025,SPBC8E4.02c,0.5296947271045328,0.0001533820421636481,SPBC8E4.02c,0.015442782881476387,unknown,unknown
2248,SPAPB15E9.02c,0.5275979031760715,0.00016469459523042255,SPAPB15E9.02c,0.015491990865107084,dubious,dubious
447,SPAC1782.12c,0.5274745605920443,0.0001653830460517032,SPAC1782.12c,0.015491990865107084,"ER transmembrane protein, DUF423 family protein...","ER transmembrane protein, DUF423 family protein..."
5558,SPBC1271.07c-antisense-1,0.5274162749066127,0.00016570928232166092,SPNCRNA.1345,0.015491990865107084,antisense RNA (predicted),N-acetyltransferase
4102,frg1,0.5267345050878816,0.00016956889818852268,SPBP23A10.12,0.015491990865107084,"FRG1 family protein, involved in mRNA splicing","FRG1 family protein, involved in mRNA splicing"
4967,bye1,-0.5259944495837187,0.00017385067904575837,SPCC645.13,0.015491990865107084,"transcription elongation regulator, PHD finger ...","transcription elongation regulator, PHD finger ..."
62,SPAC1093.07,0.5253900272782094,0.00017742024594772274,SPAC1093.07,0.015491990865107084,dubious,dubious
5019,ppn1,-0.5250077089115017,0.0001797123218438015,SPCC74.02c,0.015491990865107084,mRNA cleavage and polyadenylation specificity f...,mRNA cleavage and polyadenylation specificity f...
5613,SPBC713.14-antisense-1,0.5250077089115017,0.0001797123218438015,SPNCRNA.1395,0.015491990865107084,antisense RNA (predicted),unknown
1712,srs2,-0.5248843663274746,0.00018045749659898887,SPAC4H3.05,0.015491990865107084,"ATP-dependent DNA helicase, UvrD subfamily","ATP-dependent DNA helicase, UvrD subfamily"
2355,plg7,0.524390995991366,0.00018346630913049125,SPBC106.11c,0.015491990865107084,"phospholipase A2, PAF family homolog","phospholipase A2, PAF family homolog"
5893,SPNCRNA.1657,0.5242676534073388,0.0001842255876956081,SPNCRNA.1657,0.015491990865107084,"intergenic RNA (predicted), possible alternativ...","intergenic RNA (predicted), possible alternativ..."
6682,sut1-antisense-1,0.5242676534073388,0.0001842255876956081,SPNCRNA.949,0.015491990865107084,antisense RNA (predicted),plasma membrane sucrose/maltose:proton symporte...
5223,SPAC890.05-antisense-1,0.5237742830712303,0.00018729128804961638,SPNCRNA.1042,0.015491990865107084,antisense RNA (predicted),"ribosome biogenesis protein, G-patch domain, PI..."
4126,fub2,0.5236274154092696,0.00018821278813973137,SPBP4G3.03,0.015491990865107084,PI31 proteasome regulator Fub2,PI31 proteasome regulator Fub2
5166,SPNCRNA.01,0.523527597903176,0.00018884142363787416,SPNCRNA.01,0.015491990865107084,unknown,unknown
6146,SPNCRNA.411,0.5229108849830403,0.0001927677967333592,SPNCRNA.411,0.01562124401577039,unknown,unknown
1811,gmh1,0.5211384874043316,0.000204467544539268,SPAC5H10.11,0.016157318254084937,"alpha-1,2-galactosyltransferase Gmh1","alpha-1,2-galactosyltransferase Gmh1"
6271,atg1801-antisense-1,0.5210607462226333,0.00020499515078265193,SPNCRNA.560,0.016157318254084937,antisense RNA (predicted),autophagy associated WD repeat protein Atg18a
3539,mfs3,0.5208140610545791,0.00020667750964593225,SPBC36.03c,0.016157318254084937,plasma membrane spermidine transmembrane transp...,plasma membrane spermidine transmembrane transp...
5500,SPNCRNA.1293,0.5200740055504163,0.00021179993599912435,SPNCRNA.1293,0.016365239240862573,intergenic RNA (predicted),intergenic RNA (predicted)
2080,prr1,-0.5177304964539007,0.0002287890335270767,SPAC8C9.14,0.017167669094715808,stress-responsive DNA-binding transcription fac...,stress-responsive DNA-binding transcription fac...
5645,SPNCRNA.1424,0.5176071538698735,0.0002297164644170273,SPNCRNA.1424,0.017167669094715808,intergenic RNA (predicted),intergenic RNA (predicted)
5934,SPBP4G3.03-antisense-1,0.5172371261177922,0.00023251922024445789,SPNCRNA.1695,0.017167669094715808,antisense RNA (predicted),PI31 proteasome regulator Fub2
1580,hsr1,0.5172371261177922,0.00023251922024445789,SPAC3H1.11,0.017167669094715808,DNA-binding transcription factor Hsr1,DNA-binding transcription factor Hsr1
6241,SPNCRNA.523,0.5161270428615479,0.00024111426964004319,SPNCRNA.523,0.017606640898440516,non-coding RNA (predicted),non-coding RNA (predicted)
2201,SPACUNK4.17,0.5145235892691952,0.0002540375198324457,SPACUNK4.17,0.018138841116551726,"NAD binding dehydrogenase family protein, human...","NAD binding dehydrogenase family protein, human..."
6399,prh1-antisense-1,0.514250487140866,0.0002563000552252391,SPNCRNA.690,0.018138841116551726,antisense RNA (predicted),ATP-dependent RNA helicase Prh1
6017,SPNCRNA.264,0.5142154567802828,0.0002565915823861343,SPNCRNA.264,0.018138841116551726,non-coding RNA (predicted),non-coding RNA (predicted)
1540,spd2,-0.5127967930928152,0.00026865301560591293,SPAC3F10.19,0.018791571460013593,ribonucleotide reductase (RNR) inhibitor family,ribonucleotide reductase (RNR) inhibitor family
1512,rad55,-0.5123034227567067,0.0002729663202030236,SPAC3C7.03c,0.01889438747655304,"DNA recombination mediator, RecA family ATPase ...","DNA recombination mediator, RecA family ATPase ..."
5027,SPCC757.04,0.5115633672525439,0.0002795537739130405,SPCC757.04,0.01915087451187788,DNA-binding transcription factor,DNA-binding transcription factor
3639,trr1,-0.5102065988282455,0.00029200522716418456,SPBC3F6.03,0.019799742188836802,thioredoxin reductase Trr1,thioredoxin reductase Trr1
6359,SPAC24H6.02c-antisense-1,0.5092576132461171,0.0003010099622081881,SPNCRNA.654,0.02020415352397384,antisense RNA (predicted),TIM23 translocase complex subunit Tim15
5791,SPNCRNA.1561,0.5063829787234042,0.0003298389784282784,SPNCRNA.1561,0.0219178001165591,intergenic RNA (predicted),intergenic RNA (predicted)
3967,dcn1,0.5060129509713228,0.00033372556804644115,SPBC839.03c,0.021956499006619817,neddylation protein Dcn1,neddylation protein Dcn1
1600,SPAC3H8.08c,-0.5051495528831329,0.0003429555639475159,SPAC3H8.08c,0.02221189819834009,DNA-binding transcription factor,DNA-binding transcription factor
521,cul1,-0.5050262102991058,0.00034429277869511355,SPAC17G6.12,0.02221189819834009,cullin 1,cullin 1
2206,tos4,-0.5046561825470244,0.0003483327084285933,SPAP14E8.02,0.02225645045680772,chromatin binding FHA domain protein Tos4,chromatin binding FHA domain protein Tos4
4552,pof6,-0.5041628122109159,0.00035378582868171566,SPCC18.04,0.02235109535289514,F-box protein Pof6,F-box protein Pof6
6432,SPNCRNA.720,0.5039161270428615,0.0003565411749295538,SPNCRNA.720,0.02235109535289514,intergenic RNA (predicted),intergenic RNA (predicted)
5984,SPNCRNA.227,0.503422756706753,0.00036211003553684003,SPNCRNA.227,0.022388246599771296,unknown,unknown
6374,mug161-antisense-1,0.5029293863706444,0.0003677572554467834,SPNCRNA.668,0.022388246599771296,antisense RNA (predicted),"CwfJ family protein, splicing factor"
6072,SPNCRNA.322,0.5029293863706444,0.0003677572554467834,SPNCRNA.322,0.022388246599771296,intergenic RNA (predicted),intergenic RNA (predicted)
6186,SPNCRNA.458,0.5026827012025902,0.0003706105531941072,SPNCRNA.458,0.022388246599771296,non-coding RNA (predicted),non-coding RNA (predicted)
4277,SPCC1235.01,-0.5020659882824545,0.00037783136883067566,SPCC1235.01,0.022618823836755314,Schizosaccharomyces specific protein,Schizosaccharomyces specific protein
3287,ccr1,0.5012025901942645,0.00038815371636337636,SPBC29A10.01,0.02302929861816639,NADPH-cytochrome p450 reductase,NADPH-cytochrome p450 reductase
2333,vps17,-0.5003391921060746,0.00039872967469025913,SPAPJ696.01c,0.02333103489947063,retromer complex subunit Vps17,retromer complex subunit Vps17
4006,hhf2,-0.5002158495220475,0.00040026154680807403,SPBC8D2.03c,0.02333103489947063,histone H4 h4.2,histone H4 h4.2
817,pdc1,-0.49885908109774896,0.00041746574438126914,SPAC20G4.08,0.024122259751422032,P-body assembly protein,P-body assembly protein
1424,spk1,0.4975023126734505,0.0004353335093660365,SPAC31G5.09c,0.024818877688425722,MAP kinase Spk1,MAP kinase Spk1
6728,mfs1-antisense-1,-0.49737897008942333,0.0004369915258910172,SPNCRNA.991,0.024818877688425722,antisense RNA (predicted),plasma membrane xenobiotic transmembrane transp...
71,psm3,-0.4963922294172063,0.0004504618017070267,SPAC10F6.09c,0.025367107392738918,mitotic/meiotic cohesin complex ATPase subunit ...,mitotic/meiotic cohesin complex ATPase subunit ...
4024,pho84,0.4957755164970706,0.0004590694572285519,SPBC8E4.01c,0.02551727927397775,plasma membrane inorganic phosphate transmembra...,plasma membrane inorganic phosphate transmembra...
6652,SPNCRNA.921,0.4956521739130434,0.0004608086550605463,SPNCRNA.921,0.02551727927397775,intergenic RNA (predicted),intergenic RNA (predicted)
9,sgt1,-0.4941720629047178,0.0004821466968651994,SPAC1002.10c,0.026244413439316328,snRNP binding protein Sgt1,snRNP binding protein Sgt1
5597,SPNCRNA.1380,0.49404872032069075,0.0004839643859379465,SPNCRNA.1380,0.026244413439316328,unknown,unknown
1566,sak1,0.49392537773666356,0.0004857882397345235,SPAC3G9.14,0.026244413439316328,DNA-binding transcription factor Sak1,DNA-binding transcription factor Sak1
6025,SPNCRNA.271,0.4931265362417092,0.0004977511426434272,SPNCRNA.271,0.02667384147472237,non-coding RNA (predicted),non-coding RNA (predicted)
6410,mss1-antisense-1,0.49269195189639214,0.0005043699001312276,SPNCRNA.700,0.02681230389097606,antisense RNA (predicted),mitochondrial tRNA wobble uridine modification ...
1276,spd1,0.4920752389762566,0.0005138984102488649,SPAC29B12.03,0.027102023302410374,ribonucleotide reductase (RNR) inhibitor,ribonucleotide reductase (RNR) inhibitor
6165,SPNCRNA.436,0.49170521122417515,0.0005196929337267282,SPNCRNA.436,0.027191807437906366,non-coding RNA (predicted),non-coding RNA (predicted)
1557,spa2,-0.49096515572001237,0.0005314585853166771,SPAC3G9.05,0.02735843172078818,"Arf GAP, GTPase-activating protein Spa2","Arf GAP, GTPase-activating protein Spa2"
2004,vma13,-0.49071847055195805,0.0005354333644156351,SPAC7D4.10,0.02735843172078818,V-type ATPase V1 subunit H,V-type ATPase V1 subunit H
6469,bst1-antisense-1,0.4902931617352146,0.0005423490708371897,SPNCRNA.754,0.02735843172078818,antisense RNA (predicted),GPI inositol deacylase Bst1
5560,SPNCRNA.1347,0.4902251002158495,0.0005434632034829255,SPNCRNA.1347,0.02735843172078818,unknown,unknown
6056,SPNCRNA.304,0.4902251002158495,0.0005434632034829255,SPNCRNA.304,0.02735843172078818,intergenic RNA (predicted),intergenic RNA (predicted)
2796,mlh1,-0.48973172987974095,0.0005516011362933729,SPBC1703.04,0.027559319929845588,MutL family protein Mlh1,MutL family protein Mlh1
1934,sfc1,-0.48788159111933393,0.0005831029907473814,SPAC6F12.11c,0.028915816220271263,transcription factor TFIIIC complex A box assoc...,transcription factor TFIIIC complex A box assoc...
2892,spo6,0.4872648781991983,0.0005939572407933393,SPBC1778.04,0.0292358952968277,Spo4-Spo6 kinase complex regulatory subunit Spo6,Spo4-Spo6 kinase complex regulatory subunit Spo6
6309,fta5-antisense-1,0.4867715078630897,0.0006027709350747656,SPNCRNA.607,0.029451565173322185,antisense RNA (predicted),unknown
460,bsu1,-0.4854147394387912,0.0006276174292714483,SPAC17A2.01,0.030441735894224626,plasma membrane high-affinity import carrier fo...,plasma membrane high-affinity import carrier fo...
5345,SPCC18B5.02c-antisense-1,-0.48492136910268274,0.000636877997083632,SPNCRNA.1153,0.03066706007696185,antisense RNA (predicted),cinnamoyl-CoA reductase pseudogene
6169,SPNCRNA.440,-0.48418131359851985,0.0006509989108518067,SPNCRNA.440,0.030792247631586056,non-coding RNA (predicted),non-coding RNA (predicted)
4000,SPBC887.17,0.4840579710144927,0.0006533795208508102,SPBC887.17,0.030792247631586056,plasma membrane guanine and adenine transmembra...,plasma membrane guanine and adenine transmembra...
2960,SPBC18E5.09c,0.4840579710144927,0.0006533795208508102,SPBC18E5.09c,0.030792247631586056,Schizosaccharomyces specific protein,Schizosaccharomyces specific protein
575,pub2,-0.48331791551032993,0.0006678279600741071,SPAC1805.15c,0.031042644509807704,HECT-type ubiquitin-protein ligase E3 Pub2,HECT-type ubiquitin-protein ligase E3 Pub2
5263,rad2-antisense-1,0.4831945729263028,0.0006702637067486058,SPNCRNA.1079,0.031042644509807704,"antisense RNA (predicted), possible alternative...",FEN-1 endonuclease Rad2
5579,SPNCRNA.1364,-0.4830712303422756,0.0006727074205285643,SPNCRNA.1364,0.031042644509807704,intergenic RNA (predicted),intergenic RNA (predicted)
1440,mtq2,-0.48282454517422135,0.0006776188405457845,SPAC323.05c,0.031053635830529225,eRF1 methyltransferase Mtq2,eRF1 methyltransferase Mtq2
6516,SPAC20H4.09-antisense-1,0.4820844896700585,0.0006925466905967333,SPNCRNA.797,0.03152036136311844,antisense RNA (predicted),"ATP-dependent RNA helicase, spliceosomal Dhx35"
3154,SPBC21D10.08c,0.48074112517302386,0.0007203994465136554,SPBC21D10.08c,0.03235766343333628,conserved fungal protein,conserved fungal protein
6599,SPNCRNA.873,0.4807277212457601,0.0007206823458440585,SPNCRNA.873,0.03235766343333628,intergenic RNA (predicted),intergenic RNA (predicted)
5350,gnr1-antisense-1,0.4794942954054887,0.0007471448957940712,SPNCRNA.1158,0.033098518883677354,antisense RNA (predicted),heterotrimeric G protein beta (WD repeat) subun...
2001,trx1,-0.4794942954054887,0.0007471448957940712,SPAC7D4.07c,0.033098518883677354,cytosolic thioredoxin Trx1,cytosolic thioredoxin Trx1
5332,SPNCRNA.1141,0.4781375269811903,0.0007772565816730461,SPNCRNA.1141,0.03420443698819465,"intergenic RNA (predicted), possible alternativ...","intergenic RNA (predicted), possible alternativ..."
5145,trm8,0.477890841813136,0.0007828467655725117,SPCPB16A4.04c,0.03422379445545618,tRNA (guanine-N7-)-methyltransferase catalytic ...,tRNA (guanine-N7-)-methyltransferase catalytic ...
4684,trs130,-0.477027443724946,0.0008026971281936349,SPCC285.14,0.034862238018605905,TRAPP II complex subunit Trs130,TRAPP II complex subunit Trs130
832,fml2,-0.4754239901325933,0.0008407614627736537,SPAC20H4.04,0.03612139224019395,ATP-dependent 3' to 5' DNA helicase,ATP-dependent 3' to 5' DNA helicase
5358,SPNCRNA.1165,0.4748535307093645,0.0008546882871308395,SPNCRNA.1165,0.03612139224019395,intergenic RNA (predicted),intergenic RNA (predicted)
1679,SPAC4G8.04,-0.47480727721245763,0.0008558264867326135,SPAC4G8.04,0.03612139224019395,Rab GAP,Rab GAP
708,meu31,-0.47470699358792756,0.0008582989119902287,SPAC1A6.06c,0.03612139224019395,Schizosaccharomyces specific protein Meu31,Schizosaccharomyces specific protein Meu31
2853,trs31,-0.4746839346284305,0.0008588683181265077,SPBC1718.05,0.03612139224019395,"TRAPP I, II and III complex subunit Trs31","TRAPP I, II and III complex subunit Trs31"
4728,rhp7,0.4735738513721862,0.0008866832195227549,SPCC330.02,0.03692138947133836,Rad7 homolog Rhp7,Rad7 homolog Rhp7
4777,SPCC417.12,0.47332716620413195,0.0008929726664740512,SPCC417.12,0.03692138947133836,"carboxylesterase, type B family protein","carboxylesterase, type B family protein"
2885,arg7,0.4732038236201048,0.0008961323293076959,SPBC1773.14,0.03692138947133836,argininosuccinate lyase,argininosuccinate lyase
2962,edc3,-0.4729571384520505,0.0009024816708623763,SPBC18E5.11c,0.03692138947133836,enhancer of mRNA decapping Edc3,enhancer of mRNA decapping Edc3
1153,pop100,-0.47283379586802343,0.0009056714046393008,SPAC25B8.16,0.03692138947133836,RNase P and RNase MRP subunit Pop100,RNase P and RNase MRP subunit Pop100
2589,SPBC14C8.11c,-0.4720937403638606,0.0009250224334300904,SPBC14C8.11c,0.0374803296959936,Schizosaccharomyces pombe specific protein,Schizosaccharomyces pombe specific protein
5230,rrn5-antisense-1,0.4714770274437249,0.0009414297993086077,SPNCRNA.1049,0.03768554829160059,antisense RNA (predicted),RNA polymerase I upstream activation factor com...
5682,SPNCRNA.1458,-0.4714770274437249,0.0009414297993086077,SPNCRNA.1458,0.03768554829160059,intergenic RNA (predicted),intergenic RNA (predicted)
5587,SPBC354.08c-antisense-1,0.4712303422756707,0.0009480652555660809,SPNCRNA.1371,0.037723913911596456,antisense RNA (predicted),plasma membrane calcium ion transmembrane trans...
5517,SPNCRNA.1308,0.46962688868331787,0.0009922242331881618,SPNCRNA.1308,0.03924601208056747,unknown,unknown
3929,plh1,-0.46913351834720934,0.0010061765010160781,SPBC776.14,0.03946707209737694,phospholipid-diacylglycerol acyltransferase Plh...,phospholipid-diacylglycerol acyltransferase Plh...
1601,nab3,0.4690101757631822,0.00100969183695321,SPAC3H8.09c,0.03946707209737694,poly(A) binding protein Nab3,poly(A) binding protein Nab3
5898,cwf10-antisense-1,0.4686401480111008,0.001020303763905653,SPNCRNA.1661,0.039555643018404855,antisense RNA (predicted),U5 snRNP GTPase subunit Cwf10
4387,zta1,-0.46851680542707363,0.0010238631450964087,SPCC1442.16c,0.039555643018404855,NADPH quinone oxidoreductase/ARE-binding protein,NADPH quinone oxidoreductase/ARE-binding protein
4651,ssb3,-0.4682701202590195,0.0010310151949709462,SPCC23B6.05c,0.03960171081261236,DNA replication factor A subunit Ssb3,DNA replication factor A subunit Ssb3
